"Discount","Customer ID","Ship Mode","Customer Segment","Product Category","Product Name","Region","Order Date","Ship Date","Order ID","Profit","Quantity ordered new","Sales"
0.02,"855","3","2","2","2300 Heavy-Duty Transfer File Systems by Perma","2",42124,42125,"88571",4.3148,23,606.51
0.05,"858","2","2","3","Accessory41","2",42124,42126,"88571",-125.83296,2,64.89
0.03,"865","3","2","1","Coloredge Poster Frame","1",42151,42152,"90674",122.21,18,267.2
0.04,"865","2","2","2","Xerox 1985","1",42061,42065,"90675",-11.1332,12,86.79
0.04,"868","2","2","1","Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black","1",42060,42062,"91194",201.7353,10,292.37
0,"868","3","2","2","Carina 42""Hx23 3/4""W Media Storage Unit","1",42060,42062,"91194",-381.8412,8,682.79
0.06,"868","3","2","2","Xerox 224","1",42069,42070,"91195",-237.47,20,125.77
0.09,"868","1","2","1","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","1",42069,42070,"91195",-381.8412,12,1913.84
0.03,"871","3","3","1","Coloredge Poster Frame","4",42078,42080,"90577",21.5556,2,31.24
0.01,"871","3","3","2","Storex Dura Pro™ Binders","4",42144,42147,"90578",-239.315,12,74.77
0,"871","3","3","2","Xerox 231","4",42144,42146,"90578",-33.31,18,127.81
0.04,"875","3","4","2","Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags","4",42056,42057,"89059",-74.4796,18,78.59
0.09,"875","3","4","3","CF 688","4",42056,42058,"89059",-232.22056,4,497.11
0.07,"880","3","4","2","Staples Standard Envelopes","4",42088,42090,"86153",18.6438,5,27.02
0.06,"880","3","4","2","Xerox 1964","4",42088,42090,"86153",-31.24,1,27.67
0.06,"885","1","2","1","Global Stack Chair without Arms, Black","1",42148,42149,"89537",55.888,41,1033.56
0.08,"890","3","1","1","Metal Folding Chairs, Beige, 4/Carton","1",42009,42010,"89536",1.3224,11,19.97
0.04,"890","3","1","3","232","1",42009,42009,"89536",411.5172,6,660.03
0.01,"894","3","2","1","Document Clip Frames","2",42014,42016,"14596",29.332,24,199.12
0.06,"894","3","2","2","Newell 337","2",42014,42015,"14596",-86,19,63.14
0.02,"894","3","2","2","OIC Thumb-Tacks","2",42037,42037,"38529",-0.49,38,44.85
0.01,"896","3","2","1","Document Clip Frames","1",42014,42016,"90166",34.3482,6,49.78
0.06,"896","3","2","2","Newell 337","1",42014,42015,"90166",-66.65,5,16.62
0.06,"896","3","2","3","DS/HD IBM Formatted Diskettes, 200/Pack - Staples","1",42175,42177,"90167",35.955,11,517.68
0.04,"898","1","4","3","Lexmark Z55se Color Inkjet Printer","2",42016,42017,"33635",-173.0952,6,573.31
0.07,"898","3","4","2","Tennsco Commercial Shelving","2",42016,42017,"33635",-96.16,5,140.23
0.02,"898","3","4","2","Round Specialty Laser Printer Labels","2",42031,42031,"9606",263.4,47,594.44
0.07,"898","2","4","2","Array® Memo Cubes","2",42031,42033,"9606",37.31,44,228.5
0.04,"899","1","4","3","Lexmark Z55se Color Inkjet Printer","2",42016,42017,"86263",-173.0952,2,191.1
0.07,"899","3","4","2","Tennsco Commercial Shelving","2",42016,42017,"86263",-96.16,1,28.05
0.02,"899","3","4","2","Round Specialty Laser Printer Labels","2",42031,42031,"86264",104.7213,12,151.77
0.07,"899","2","4","2","Array® Memo Cubes","2",42031,42033,"86264",37.31,11,57.13
0,"903","3","1","2","Avery Hanging File Binders","2",42075,42077,"90806",80.6748,18,116.92
0.09,"907","3","3","3","Accessory41","3",42061,42062,"86459",114.3165,5,151.6
0.09,"907","3","3","2","12 Colored Short Pencils","3",42172,42174,"86460",411.5172,12,31.73
0,"910","3","2","2","Xerox 1954","3",42138,42138,"90187",-149.212,15,85.26
0.05,"911","3","2","2","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","2",42035,42037,"90185",-21.018,2,16.6
0.04,"911","1","2","1","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","2",42035,42036,"90185",-381.8412,10,1913.84
0.01,"911","3","2","2","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","2",42098,42100,"90186",354.3288,8,513.52
0.06,"915","1","3","1","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","1",42008,42009,"86356",-381.8412,1,346.52
0.05,"916","3","2","2","Fellowes Super Stor/Drawer® Files","1",42008,42015,"86357",35.31,3,499.31
0.05,"918","3","1","2","Steel Personal Filing/Posting Tote","4",42106,42108,"90492",6.11,2,73.1
0.09,"918","1","2","1","O'Sullivan 3-Shelf Heavy-Duty Bookcases","4",42144,42145,"90493",187.412,39,1913.84
0.1,"919","3","1","2","Acme® Elite Stainless Steel Scissors","4",42106,42106,"90492",-6.34,6,47.95
0.1,"920","3","2","3","Logitech Access Keyboard","4",42090,42095,"90491",92.7222,9,134.38
0.03,"920","3","1","2","Fellowes Twister Kit, Gray/Clear, 3/pkg","4",42106,42108,"90492",-160.2755,9,76.77
0.01,"922","2","4","3","5180","4",42144,42145,"87135",396.972,14,782
0.03,"925","3","4","2","Advantus Push Pins","2",42100,42100,"87134",-7.04,7,15.73
0.01,"929","1","4","1","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","2",42100,42102,"87134",411.5172,10,1719.07
0.05,"936","2","2","2","Adams Telephone Message Books, 5 1/4” x 11”","4",42052,42054,"90588",-4.14,1,8.41
0.05,"936","3","2","2","Xerox 1983","4",42182,42182,"90589",-31.885,17,104.95
0.01,"937","3","2","3","StarTAC 7760","4",42182,42183,"90589",-95.2105,3,166.59
0.09,"940","1","3","1","Bush Westfield Collection Bookcases, Fully Assembled","2",42108,42113,"90844",-193.58,4,396.19
0.03,"945","3","3","2","GBC Wire Binding Strips","4",42069,42069,"86567",-4.30099999999999,3,98.7
0.09,"946","2","3","1","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","2",42064,42065,"86566",-381.8412,20,1782.44
0.08,"947","2","3","1","Coloredge Poster Frame","2",42015,42017,"86565",27.23,5,72.11
0.06,"949","3","1","2","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","4",42006,42008,"9285",-19.0992,3,124.81
0.02,"949","3","1","2","Xerox 1910","4",42085,42089,"8257",373.67,18,881.32
0.06,"950","3","1","2","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","1",42006,42008,"89083",-14.80188,1,41.6
0.05,"950","1","1","3","Epson DFX5000+ Dot Matrix Printer","1",42085,42085,"89084",-381.8412,1,1497.22
0.02,"950","3","1","2","Xerox 1910","1",42085,42089,"89084",168.9189,5,244.81
0.03,"950","3","1","2","Newell 320","1",42085,42092,"89084",-6.2,1,4.55
0.1,"954","3","4","2","Self-Adhesive Address Labels for Typewriters by Universal","1",42047,42056,"90771",19.0647,4,27.63
0.08,"954","3","4","2","Turquoise Lead Holder with Pocket Clip","1",42047,42047,"90771",10.56,5,31.21
0.01,"959","1","2","3","Panasonic KX-P1150 Dot Matrix Printer","1",42085,42086,"91581",411.5172,8,1214.03
0.03,"960","3","3","2","Newell 343","4",42039,42043,"89401",-4.2,1,3.51
0.05,"961","1","3","1","Bevis 36 x 72 Conference Tables","4",42059,42059,"89402",-44.1636,1,120.12
0.03,"962","3","3","2","Newell 343","1",42039,42043,"17636",-4.2,2,7.01
0,"970","1","1","1","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","3",42114,42115,"86173",-102.662,8,1452.18
0.03,"972","1","2","1","Global Commerce™ Series High-Back Swivel/Tilt Chairs","4",42063,42068,"87259",-116.584,2,619.38
0,"972","3","2","1","Tensor ""Hersey Kiss"" Styled Floor Lamp","4",42063,42063,"87259",12.8961,1,18.69
0.1,"975","3","2","2","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","2",42098,42103,"87260",-21.3192,3,8.8
0,"980","3","2","2","Companion Letter/Legal File, Black","2",42040,42041,"87258",93.8468,12,477.2
0.09,"983","3","2","3","Gyration Ultra Professional Cordless Optical Suite","3",42121,42121,"90201",17.772,10,1913.84
0.05,"993","3","4","2","Xerox 1971","4",42054,42054,"89432",-104.57,9,38.58
0.1,"994","1","4","1","Bretford CR8500 Series Meeting Room Furniture","2",42077,42078,"89433",-381.8412,2,810.47
0.09,"995","3","4","2","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","2",42134,42139,"89434",4.032,9,72.83
0.08,"997","3","4","2","Fellowes Command Center 5-outlet power strip","2",42028,42033,"89431",-23.6344,1,63.66
0.08,"999","3","4","3","Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","2",42077,42078,"89433",-71.83,3,127.22
0.03,"1000","3","4","1","Linden® 12"" Wall Clock With Oak Frame","2",42077,42078,"89433",-0.740000000000009,12,432.44
0.06,"1005","3","4","2","Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","1",42067,42067,"90043",-3.88,1,12.18
0.02,"1005","3","4","2","Xerox 1893","1",42062,42063,"90044",411.5172,23,950.43
0.01,"1008","3","3","2","Self-Adhesive Removable Labels","2",42149,42151,"88371",17.5053,8,25.37
0.1,"1009","1","2","1","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","2",42174,42176,"88372",411.5172,14,1913.84
0.09,"1014","3","3","3","Memorex 4.7GB DVD+RW, 3/Pack","3",42064,42065,"88387",-17.15,6,160.17
0,"1014","3","3","1","Eldon® Wave Desk Accessories","3",42064,42066,"88387",-29.54,3,7.47
0.06,"1014","2","3","3","KF 788","3",42064,42065,"88387",-329.784,10,370.81
0.08,"1014","3","3","2","Heavy-Duty E-Z-D® Binders","3",42068,42069,"88388",-2.1,11,119.99
0,"1015","3","3","2","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","3",42081,42081,"88390",411.5172,14,650.7
0.02,"1016","2","3","2","Xerox 213","3",42167,42168,"88389",111.222,1,11.41
0.05,"1018","3","3","2","Jet-Pak Recycled Peel 'N' Seal Padded Mailers","3",42102,42103,"88391",22.866,19,680.39
0,"1018","3","3","2","Personal Creations™ Ink Jet Cards and Labels","3",42102,42102,"88391",115.728,6,75.52
0.09,"1020","1","4","3","Panasonic KX-P3626 Dot Matrix Printer","1",42070,42070,"88632",411.5172,5,1913.84
0.07,"1020","3","4","2","ACCOHIDE® 3-Ring Binder, Blue, 1""","1",42041,42042,"88634",-76.4244,20,79.06
0,"1020","3","4","2","Ampad #10 Peel & Seel® Holiday Envelopes","1",42041,42043,"88634",8.732,14,65.14
0.02,"1023","3","4","2","Ibico Recycled Linen-Style Covers","2",42139,42139,"88633",411.5172,16,640.71
0.1,"1023","3","4","2","Vinyl Sectional Post Binders","2",42139,42140,"88633",411.5172,18,659.6
0.08,"1026","3","4","3","i500plus","2",42042,42042,"89005",411.5172,22,1137.6
0.1,"1026","3","4","3","Imation 3.5"" IBM-Formatted Diskettes, 10/Pack","2",42153,42154,"89008",18.922,26,151.55
0.07,"1026","3","4","2","Avery 494","2",42153,42156,"89008",39.3507,22,57.03
0.1,"1027","3","4","3","Keytronic French Keyboard","2",42075,42076,"89004",-229.87,5,347.23
0.05,"1027","3","4","3","Canon MP25DIII Desktop Whisper-Quiet Printing Calculator","2",42075,42076,"89004",329.9787,9,478.23
0.07,"1028","2","4","2","SANFORD Major Accent™ Highlighters","2",42092,42093,"89006",30.49,13,93.82
0.05,"1028","2","4","3","Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","2",42132,42133,"89007",411.5172,20,1670.33
0.07,"1035","3","3","3","i2000","2",42076,42076,"90710",-381.8412,1,100.59
0.03,"1036","3","3","3","US Robotics 56K V.92 External Faxmodem","2",42076,42077,"90710",293.66,6,598.38
0.1,"1038","3","2","2","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","3",42171,42172,"90641",-381.8412,5,39.36
0.06,"1041","3","4","3","Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum","4",42111,42112,"87846",-13.77,6,322.77
0.07,"1041","3","4","2","Avery 48","4",42111,42111,"87846",44.9121,11,65.09
0,"1042","2","4","2","Holmes Odor Grabber","4",42140,42141,"87847",9.33,6,98.96
0.02,"1044","3","3","1","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","4",42169,42169,"28001",411.5172,62,1913.84
0.01,"1044","3","3","1","Electrix Halogen Magnifier Lamp","4",42169,42171,"28001",411.5172,32,1913.84
0,"1044","3","3","2","Xerox 1923","4",42062,42063,"47813",-76.94,90,617.4
0,"1047","3","3","2","Xerox 1923","2",42062,42063,"89389",-40.0088,23,157.78
0.03,"1054","2","2","2","Wilson Jones Custom Binder Spines & Labels","4",42149,42151,"90069",-51.704,4,26.31
0.08,"1054","3","2","2","Xerox 1883","4",42149,42150,"90069",144.7482,8,209.78
0.06,"1054","3","2","3","Accessory37","4",42149,42151,"90069",-112.189,1,17.83
0.09,"1060","1","4","1","Balt Split Level Computer Training Table","3",42087,42088,"58628",-381.8412,23,1913.84
0.07,"1060","3","4","2","Avery 51","3",42154,42154,"57061",4.1674,20,121.87
0.09,"1062","1","4","1","Balt Split Level Computer Training Table","2",42087,42088,"91354",-335.317125,6,659.42
0.04,"1062","3","4","2","Avery Flip-Chart Easel Binder, Black","2",42154,42162,"91355",16.0218,18,403.53
0.06,"1062","3","4","1","Seth Thomas 13 1/2"" Wall Clock","2",42154,42157,"91355",38.0673,3,55.17
0.01,"1065","3","2","2","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","1",42053,42055,"88899",-99.43544,23,377.44
0.04,"1068","3","3","2","Xerox 1982","1",42079,42079,"87109",-97.28,12,286.4
0.02,"1069","3","3","2","Boston 16701 Slimline Battery Pencil Sharpener","1",42138,42139,"87110",139.612,41,664.34
0.01,"1072","1","2","1","Global Leather & Oak Executive Chair, Burgundy","2",42090,42093,"89631",-381.8412,3,473.53
0.04,"1075","3","3","1","Executive Impressions 13"" Clairmont Wall Clock","1",42072,42073,"86422",152.4348,11,220.92
0.08,"1080","3","2","2","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","1",42132,42133,"88461",9.86200000000001,14,196.41
0.07,"1083","2","2","3","Accessory36","1",42094,42096,"88460",-232.991,1,54.08
0.05,"1085","3","3","2","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","2",42009,42010,"86122",-40.2752,6,47.18
0.04,"1085","3","3","2","Southworth 25% Cotton Linen-Finish Paper & Envelopes","2",42118,42119,"86123",-53.25,3,30.87
0.06,"1085","3","2","3","Fellowes Internet Keyboard, Platinum","2",42137,42139,"86124",-159.25,10,309.05
0.02,"1085","3","2","2","Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate","2",42137,42138,"86124",206.517,8,299.3
0.04,"1086","3","3","2","GBC Laser Imprintable Binding System Covers, Desert Sand","2",42118,42119,"86123",2.125,3,45.24
0.02,"1101","3","4","2","Eldon® Gobal File Keepers","4",42129,42130,"91488",5.88400000000001,3,51.02
0.05,"1103","1","3","2","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","1",42104,42105,"90977",411.5172,7,1913.84
0.05,"1104","1","3","2","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","2",42104,42105,"27456",411.5172,29,1913.84
0.04,"1106","3","4","2","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","1",42144,42147,"20261",81.91,52,318.47
0.01,"1106","3","4","2","Acme® Forged Steel Scissors with Black Enamel Handles","1",42145,42146,"646",-10.9,61,586.96
0.08,"1106","3","1","1","Hon Olson Stacker Stools","1",42161,42163,"45824",411.5172,81,1913.84
0.01,"1107","3","4","2","Acme® Forged Steel Scissors with Black Enamel Handles","1",42145,42146,"86411",2.18,15,144.33
0.09,"1108","2","4","2","GBC Wire Binding Strips","1",42144,42144,"86409",67.1075,9,270.55
0.04,"1108","3","4","2","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","1",42144,42147,"86409",54.9378,13,79.62
0.02,"1108","2","4","3","Talkabout T8367","1",42144,42145,"86409",168.237,8,479.79
0.08,"1109","3","1","1","Westinghouse Clip-On Gooseneck Lamps","1",42184,42184,"86410",-169.232,13,108.99
0.03,"1112","1","2","1","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","4",42096,42098,"90832",411.5172,12,1913.84
0.02,"1112","1","2","3","Epson DFX-8500 Dot Matrix Printer","4",42096,42098,"90832",-381.8412,2,1913.84
0.01,"1113","3","2","2","Avery 498","4",42100,42101,"90833",29.7252,14,43.08
0,"1113","3","2","3","Accessory6","4",42100,42102,"90833",-187.11,5,258.93
0.06,"1117","3","3","2","Space Solutions Commercial Steel Shelving","4",42040,42041,"86768",-139.2872,4,277.6
0.04,"1121","3","1","2","Southworth 25% Cotton Premium Laser Paper and Envelopes","4",42042,42049,"86767",108,8,168.04
0.08,"1121","3","1","3","Timeport L7089","4",42042,42044,"86767",377.154,7,703.46
0.03,"1123","3","4","2","Angle-D Binders with Locking Rings, Label Holders","4",42078,42081,"87015",-127.052,14,103.61
0.09,"1123","3","4","3","5165","4",42175,42177,"87016",411.5172,22,1913.84
0.09,"1124","1","4","1","Rush Hierlooms Collection Rich Wood Bookcases","2",42175,42176,"87016",-229.93,18,1913.84
0.02,"1127","3","1","2","Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac","1",42059,42061,"87221",-93.7352,16,66.81
0.04,"1127","3","1","2","Plymouth Boxed Rubber Bands by Plymouth","1",42177,42181,"87222",4.53,19,90.52
0.06,"1128","3","1","2","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","1",42177,42182,"87222",9.78,13,55.97
0.04,"1129","3","3","2","Avery Printable Repositionable Plastic Tabs","2",42051,42058,"32037",-63.8135,37,311.66
0.07,"1129","3","3","3","Canon Imageclass D680 Copier / Fax","2",42051,42055,"32037",325.29,15,1913.84
0.05,"1129","2","2","2","HP Office Recycled Paper (20Lb. and 87 Bright)","2",42092,42094,"49125",-116.05,29,177.41
0.02,"1129","3","3","2","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","2",42145,42147,"13735",117.38,52,406.91
0.03,"1129","3","2","3","Logitech Internet Navigator Keyboard","2",42168,42172,"39430",-144.2,44,1332.09
0.02,"1129","3","3","2","Xerox 1897","2",42030,42032,"57794",-46.92,19,105.5
0.02,"1131","3","3","2","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","1",42145,42147,"88103",70.1937,13,101.73
0.06,"1132","3","2","2","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","1",42045,42046,"88101",-48.2195,6,37.7
0.04,"1132","3","3","2","Avery Printable Repositionable Plastic Tabs","1",42051,42058,"88102",-63.8135,9,75.81
0.07,"1132","3","3","3","Canon Imageclass D680 Copier / Fax","1",42051,42055,"88102",325.29,4,1913.84
0.03,"1132","3","2","3","Logitech Internet Navigator Keyboard","1",42168,42172,"88104",-115.36,11,333.02
0.02,"1133","3","3","2","Xerox 1897","1",42030,42032,"88105",-46.92,5,27.76
0.09,"1136","1","1","3","Epson LQ-570e Dot Matrix Printer","1",42006,42008,"87940",411.5172,15,1913.84
0.02,"1138","1","3","1","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","1",42051,42054,"86574",-51.116,1,192.49
0.05,"1142","3","3","2","Hoover WindTunnel™ Plus Canister Vacuum","1",42008,42010,"86573",411.5172,7,1913.84
0.01,"1142","3","3","2","Xerox 1939","1",42161,42164,"86575",85.875,11,227.67
0.05,"1151","3","2","1","Master Giant Foot® Doorstop, Safety Yellow","2",42164,42164,"91344",6.0927,1,8.83
0.09,"1155","2","1","2","Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""","4",42006,42008,"90853",20.2996,4,34.41
0.08,"1155","3","1","2","White GlueTop Scratch Pads","4",42006,42006,"90853",108.5163,11,157.27
0.06,"1156","3","1","3","2180","2",42049,42050,"90855",48.47148,7,1013.84
0.04,"1159","1","1","1","Bush Westfield Collection Bookcases, Fully Assembled","2",42144,42145,"90854",-152.76,1,110.75
0.09,"1170","3","1","2","Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box","2",42157,42158,"87520",125.2074,19,181.46
0,"1170","3","1","3","5125","2",42157,42159,"87520",281.5344,6,1076.3
0.03,"1178","3","1","2","Hoover Portapower™ Portable Vacuum","3",42103,42105,"89787",64.266,2,21.46
0.06,"1178","1","1","1","Global Leather Executive Chair","3",42103,42105,"89787",-302.6156,10,1913.84
0.09,"1178","2","1","3","Targus USB Numeric Keypad","3",42103,42105,"89787",5.6916,7,267.69
0.09,"1178","1","1","1","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","3",42103,42104,"89787",-369.11,7,1913.84
0.07,"1182","3","3","2","Avery 494","4",42147,42147,"86913",27.0135,15,39.15
0.04,"1183","3","3","3","Accessory9","4",42184,42184,"86914",184.1955,9,266.95
0,"1185","3","1","3","Polycom ViewStation™ ISDN Videoconferencing Unit","3",42084,42085,"85938",4.11,3,1913.84
0.08,"1185","3","1","2","Harmony HEPA Quiet Air Purifiers","3",42104,42107,"85940",28.566,8,87.8
0.07,"1186","1","1","3","Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer","4",42103,42104,"85939",411.5172,10,1913.84
0.06,"1189","3","1","2","Belkin 6 Outlet Metallic Surge Strip","4",42172,42177,"87584",-25.112,14,149.32
0.03,"1189","3","1","1","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","4",42172,42177,"87584",17.376,16,177.01
0.03,"1189","3","1","1","Staples Plastic Wall Frames","4",42172,42174,"87584",24.2604,4,35.16
0.03,"1191","3","4","2","Lock-Up Easel 'Spel-Binder'","2",42183,42186,"87587",59.4405,3,88.84
0.03,"1193","3","1","1","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","2",42172,42177,"5984",14.48,63,696.96
0.03,"1193","3","1","1","Staples Plastic Wall Frames","2",42172,42174,"5984",22.25,17,149.41
0.05,"1193","3","1","2","Ibico Laser Imprintable Binding System Covers","2",42060,42062,"29350",411.5172,85,1913.84
0.05,"1193","2","1","2","Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","2",42060,42061,"29350",232.8,83,1913.84
0.03,"1193","3","4","2","Avery Hanging File Binders","2",42125,42127,"38852",38.08,85,517.85
0.09,"1193","3","4","3","Zoom V.92 USB External Faxmodem","2",42183,42185,"11206",-17.03,48,1913.84
0.03,"1193","3","4","2","Lock-Up Easel 'Spel-Binder'","2",42183,42186,"11206",39.627,11,325.73
0.03,"1194","3","4","2","Avery Hanging File Binders","3",42125,42127,"87586",20.496,21,127.94
0.08,"1197","1","4","1","Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms","2",42081,42083,"87583",103.83,4,1350.94
0.1,"1199","3","1","2","Eldon® Gobal File Keepers","2",42060,42063,"87585",-24.8976,5,75.17
0.05,"1200","3","1","2","Ibico Laser Imprintable Binding System Covers","2",42060,42062,"87585",411.5172,21,1125.76
0.05,"1202","2","1","2","Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","2",42060,42061,"87585",344.544,21,746.03
0.09,"1203","3","4","3","Zoom V.92 USB External Faxmodem","2",42183,42185,"87587",-8.515,12,593.33
0.01,"1211","3","2","2","Avery 497","1",42036,42041,"88598",9.0045,4,13.05
0.08,"1212","3","2","2","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","1",42019,42020,"88600",-99.7625,12,58.95
0.01,"1212","3","2","3","Canon imageCLASS 2200 Advanced Copier","1",42019,42020,"88600",-381.8412,1,1913.84
0.07,"1213","2","2","3","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","1",42039,42044,"88599",258.6189,13,374.81
0.03,"1213","3","2","2","Southworth 25% Cotton Antique Laid Paper & Envelopes","1",42039,42043,"88599",-6.71,5,43.27
0.03,"1213","3","2","2","Newell 312","1",42019,42021,"88600",-0.00999999999999979,2,11.74
0.09,"1217","1","4","1","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","2",42122,42125,"54595",-381.8412,41,1913.84
0.02,"1226","3","4","2","Acme® Elite Stainless Steel Scissors","2",42122,42124,"90800",6.79,8,66.74
0.09,"1227","1","4","1","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","2",42122,42125,"90800",-381.8412,10,1282.67
0,"1228","3","4","2","Wilson Jones Hanging View Binder, White, 1""","2",42051,42052,"55874",-60.145,28,208.83
0.01,"1228","2","4","3","Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","2",42051,42053,"55874",-111.72,41,228.3
0.06,"1228","3","4","2","Staples Standard Envelopes","2",42051,42051,"55874",33.01,24,129.53
0.01,"1229","2","4","3","Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","1",42051,42053,"90378",-111.72,10,55.68
0.1,"1233","2","1","2","GBC VeloBinder Electric Binding Machine","1",42103,42105,"89375",297.45716,5,568.24
0.02,"1233","2","1","3","Adesso Programmable 142-Key Keyboard","1",42103,42105,"89375",-381.8412,1,162.91
0.09,"1233","3","1","3","US Robotics 56K V.92 External Faxmodem","1",42159,42161,"89376",-161.475,1,97.65
0.04,"1233","3","1","3","i470","1",42159,42160,"89376",-0.81400000000001,6,1018.61
0.03,"1237","3","2","1","SAFCO Folding Chair Trolley","1",42035,42037,"86075",411.5172,9,1145.6
0.02,"1237","3","2","1","Eldon® Expressions™ Wood Desk Accessories, Oak","1",42092,42093,"86076",7.74,3,24.52
0.05,"1237","3","2","3","Polycom VoiceStation 100","1",42149,42150,"86077",411.5172,20,1913.84
0.04,"1237","2","2","3","Phone 918","1",42149,42150,"86077",13.9568,11,1878.24
0.01,"1238","1","2","1","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","1",42035,42037,"86075",411.5172,10,1634.67
0,"1241","3","2","2","Fellowes PB300 Plastic Comb Binding Machine","3",42079,42080,"90880",-70.14,23,1913.84
0.06,"1241","1","4","3","Hewlett-Packard Deskjet 6122 Color Inkjet Printer","3",42088,42088,"90881",411.5172,7,1348.83
0.1,"1246","3","3","2","Avery Flip-Chart Easel Binder, Black","2",42099,42100,"36452",-107.5135,26,564.98
0.04,"1246","3","3","1","G.E. Halogen Desk Lamp Bulbs","2",42099,42101,"36452",46.01,18,129.48
0.03,"1246","3","3","3","Hayes Optima 56K V.90 Internal Voice Modem","2",42146,42146,"46853",411.5172,32,1913.84
0.1,"1247","3","3","2","Avery Flip-Chart Easel Binder, Black","1",42099,42100,"91555",-107.5135,7,152.11
0.04,"1247","3","3","1","G.E. Halogen Desk Lamp Bulbs","1",42099,42101,"91555",24.8193,5,35.97
0,"1250","3","2","2","Avery Binder Labels","1",42103,42103,"87877",-255.1689,21,85.64
0.09,"1250","1","2","1","Hon Every-Day® Chair Series Swivel Task Chairs","1",42103,42105,"87877",74.0048,22,1913.84
0.1,"1250","3","2","2","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","1",42103,42104,"87877",109.4248,8,225.62
0.02,"1253","3","3","2","Bionaire Personal Warm Mist Humidifier/Vaporizer","1",42117,42117,"89981",411.5172,13,610.65
0.05,"1253","1","3","1","Sauder Forest Hills Library, Woodland Oak Finish","1",42117,42119,"89981",-373.09,5,699.24
0.1,"1253","1","3","1","Bush Advantage Collection® Round Conference Table","1",42117,42119,"89981",-381.8412,12,1913.84
0.04,"1254","3","3","2","Economy Binders","1",42145,42147,"89982",-11.2815,16,33.77
