,country,serial,firmid,wfinal,phase,cor2_1,date_1,time_1,cor2_2,date_2,time_2,cor2_3,date_3,time_3,cor4,cor5,resp,cor7,cor7_oth,eg_cor8,jo_cor8,ma_cor8,cor9,cor10,cor11,cor12,cor13,cor14,cor15,cor16,fir1,fir1_1,fir2,fir3,fir4,fir5,fir6_a,fir6_b,fir7,fir8_1,fir8_2,eg_fir9,jo_fir9,ma_fir9,fir10,fir11_1,fir11_2,fir12,fir13,fir14,fir15,fir16,fir17,fir18,fir19,fir20,fir21_1,fir21_2,fir22,fir23,fir24,fir25,fir26,eg_fir27,jo_fir27,ma_fir27,eg_fir28,jo_fir28,ma_fir28,eg_fir29,jo_fir29,ma_fir29,eg_fir30,jo_fir30,ma_fir30,eg_fir31,jo_fir31,ma_fir31,eg_fir32,jo_fir32,ma_fir32,fir33,fir34,fir35,fir36,fir37,fir37_oth,fir38_1,fir38_2,fir38_3,fir38_4,eg_fir39,jo_fir39,ma_fir39,eg_fir39_1,jo_fir39_1,ma_fir39_1,fir40,fir41,eg_fir42,jo_fir42,ma_fir42,eg_fir42_1,jo_fir42_1,ma_fir42_1,fir44,fir45
237,Egypt,61902,81800061902,0.20853911,First phase 1st script,Incomplete and call returned,6/5/2022,1582-10-14 10:41:22,Incomplete and call returned,6/6/2022,1582-10-14 13:08:49,Complete,6/7/2022,1582-10-14 12:49:40,No,6 to 49,Owner,Accomodation and food services,,Cairo,,,Urban,2015,No,Yes,No,No,,,22,,0,15,7,1,Male,Secondary Technical/ (general or Azhar), 26% to 50%,3,2015,350,,,DK,,,No,,No,,No,30,No,Yes,No,,,No,,0,1,,DK,,,"1,000,000  to less than  5,000,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,6 to 20,DK,Refused,,,Refuse,,,No,No
238,Egypt,65019,81800065019,2.0217957,First phase 1st script,Phone disconnected/ busy,5/28/2022,1582-10-14 12:55:01,Incomplete and call returned,5/31/2022,1582-10-14 15:17:18,Complete,6/26/2022,1582-10-14 17:19:43,Yes,Less than 6,Owner,"Wood Products, Furniture, Paper & Publishing",,Cairo,,,Urban,2018,No,No,No,No,,Yes,5,,0,0,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,DK,2018,190,,,5,,,No,,No,,No,0,Yes,Yes,No,,,Yes,Very important,2,2,,DK,,,"0 to less than 100,000 EGP",,,70000,,,,,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,21 to 100,DK,14400,,,,,,No,No
239,Egypt,66336,81800066336,2.0217957,First phase 1st script,Incomplete and call returned,5/28/2022,1582-10-14 10:27:03,Complete,5/31/2022,1582-10-14 14:07:53,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Urban,2020,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar), 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,,,,,,,NA,,NA,,"private domestic individuals, companies or organizations",,100,0,0,0,1000,,,,,,6 to 20,DK,0,,,,,,Yes,NA
240,Egypt,67994,81800067994,2.0217957,First phase 1st script,Complete,5/31/2022,1582-10-14 13:24:03,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Other Manufacturing or services (specify),Beauty Centers and Barber,Giza,,,Rural,2019,No,No,No,No,,No,2,,0,0,0,1,Male,Intermediate Institute/ Higher Institute, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,21 to 100,20,DK,,,Don't know,,,No,No
241,Egypt,68748,81800068748,2.0217957,First phase 1st script,Did not answer,5/26/2022,1582-10-14 11:59:46,Complete,5/31/2022,1582-10-14 17:11:17,,,,Yes,Less than 6,Owner,Industry of mechanics or electronics or Vehicles,,Cairo,,,Urban,2020,No,No,No,No,,No,2,,0,0,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,10000,,,,,,,,,,,,No,,Yes,15,"private domestic individuals, companies or organizations",,100,0,0,0,25000,,,,,,6 to 20,DK,10000,,,,,,No,No
242,Egypt,71132,81800071132,2.0217957,First phase 1st script,Did not answer,5/29/2022,1582-10-14 11:08:35,Complete,5/31/2022,1582-10-14 15:10:13,,,,No,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Cairo,,,Urban,DK,No,No,No,No,,Yes,2,,1,1,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,9,2017,175,,,DK,,,No,,No,,No,30,Yes,Yes,No,,,No,,1,0,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,DK,,,Don't know,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,21 to 100,30,3000,,,,,,No,No
243,Egypt,72219,81800072219,2.0217957,First phase 1st script,Complete,5/28/2022,1582-10-14 17:45:58,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Sharkia,,,Urban,2001,No,No,No,No,,No,1,No,,,,,Male,University,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"200,000  to less than 1,000,000  EGP",,,DK,,,"200,000  to less than 1,000,000  EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,100000,,,,,,101 or more,DK,36000,,,,,,No,No
244,Egypt,72559,81800072559,0.10134819,First phase 1st script,Complete,6/14/2022,1582-10-14 16:03:17,,,,,,,Yes,Less than 6,Owner,"Wood Products, Furniture, Paper & Publishing",,Cairo,,,Urban,2020,No,No,No,No,,No,2,,0,0,0,1,Male,University,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,50000,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,101 or more,DK,12000,,,,,,No,No
245,Egypt,74556,81800074556,2.0217957,First phase 1st script,Did not answer,5/29/2022,1582-10-14 10:43:32,Complete,5/31/2022,1582-10-14 14:31:59,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Cairo,,,Urban,2007,No,No,No,No,,No,2,,0,0,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,45000,,,,,,1 to 5,DK,8610,,,,,,No,Yes
246,Egypt,76830,81800076830,0.10134819,First phase 1st script,Did not answer,6/6/2022,1582-10-14 12:21:08,Complete,6/8/2022,1582-10-14 12:39:42,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Rural,2009,No,No,No,No,,No,3,,1,0,0,1,Male,Intermediate Institute/ Higher Institute, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"100,000  to less than  200,000  EGP",,,6 to 20,0,DK,,,"0 to less than 50,000 EGP",,,No,No
247,Egypt,77384,81800077384,0.08044238,First phase 1st script,Complete,5/29/2022,1582-10-14 12:23:41,,,,,,,Yes,Less than 6,Owner,"Agriculture, fishing or mining",,Cairo,,,Urban,2012,No,No,No,No,,Yes,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,DK,2017,170,,,60,,,No,,No,,No,0,No,No,No,,,Yes,Very important,0,1,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,25000,,,,,,6 to 20,40,0,,,,,,No,No
248,Egypt,77943,81800077943,2.0217957,First phase 1st script,Incomplete and call returned,5/28/2022,1582-10-14 14:39:31,Complete,5/31/2022,1582-10-14 14:27:44,,,,Yes,Less than 6,Owner,Other Manufacturing or services (specify),Beauty Centers and Barber,Cairo,,,Urban,2017,No,No,No,No,,No,3,,1,0,0,2,Male,Intermediate Institute/ Higher Institute, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,10000,,,,,,6 to 20,0,30000,,,,,,No,No
249,Egypt,83450,81800083450,2.0217957,First phase 1st script,Complete,5/26/2022,1582-10-14 15:00:36,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Cairo,,,Urban,2010,No,No,No,No,,No,2,,0,1,0,1,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,1 to 5,DK,DK,,,"0 to less than 50,000 EGP",,,No,No
250,Egypt,83896,81800083896,2.0217957,First phase 1st script,Complete,5/28/2022,1582-10-14 15:12:01,,,,,,,No,6 to 49,General Manager,Industry of mechanics or electronics or Vehicles,,Giza,,,Urban,2019,Yes,No,No,No,,,10,,2,3,2,5,Male,University,51% to 75%,DK,2019,250,,,DK,,,No,,No,,No,80,Yes,No,"Yes, one person",DK,2019,No,,7,20,,DK,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,101 or more,80,Refused,,,Refuse,,,No,No
251,Egypt,86362,81800086362,0.10134819,First phase 1st script,Did not answer,6/5/2022,1582-10-14 15:01:59,Incomplete and call returned,6/8/2022,1582-10-14 16:36:39,Complete,6/12/2022,1582-10-14 12:01:03,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Urban,2002,No,No,Yes,No,,,5,,0,0,0,3,Male,Intermediate Institute/ Higher Institute,25% or less,DK,2020,40,,,40,DK,2020,No,,Yes,60,No,0,No,No,No,,,Yes,Very important,0,2,22,200000,,,,,,20000,,,,,,2500000,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,200000,,,,,,6 to 20,DK,48000,,,,,,No,No
252,Egypt,86393,81800086393,4.160148,First phase 1st script,Complete,5/28/2022,1582-10-14 16:47:25,,,,,,,Yes,Less than 6,Owner,"Wood Products, Furniture, Paper & Publishing",,Giza,,,Urban,2017,No,No,No,No,,No,1,No,,,,,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,60000,,,,,,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,500000,,,,,,21 to 100,1,0,,,,,,No,No
253,Egypt,87324,81800087324,2.0217957,First phase 1st script,Complete,5/26/2022,1582-10-14 15:55:13,,,,,,,Yes,Less than 6,Owner,Other Manufacturing or services (specify),Utilities,Giza,,,Urban,2012,No,No,No,No,,No,2,,0,0,0,1,Male,Less than primary,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,6 to 20,5,DK,,,"0 to less than 50,000 EGP",,,No,No
254,Egypt,87569,81800087569,0.10134819,First phase 1st script,Did not answer,6/6/2022,1582-10-14 13:27:32,Complete,6/8/2022,1582-10-14 13:19:56,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Urban,2021,No,No,No,No,,No,2,,0,1,0,1,Male,University,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,,,,,,,,,,,,,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,10000,,,,,,6 to 20,DK,18000,,,,,,No,No
255,Egypt,88174,81800088174,2.0217957,First phase 1st script,Complete,5/29/2022,1582-10-14 11:33:44,,,,,,,No,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Urban,1998,No,No,No,No,,Yes,2,,0,1,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,DK,DK,DK,,,2,,,No,,No,,No,0,No,Yes,No,,,No,,1,0,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,20000,,,,,,6 to 20,DK,10000,,,,,,No,NA
256,Egypt,89208,81800089208,2.0217957,First phase 1st script,Complete,5/28/2022,1582-10-14 17:14:03,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Sharkia,,,Rural,2003,No,No,No,No,,Yes,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,DK,2005,200,,,7,,,No,,No,,Yes,100,Yes,Yes,No,,,Yes,Important,1,0,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,1 to 5,50,0,,,,,,Yes,No
257,Egypt,91412,81800091412,0.20853911,First phase 1st script,Did not answer,6/5/2022,1582-10-14 10:26:15,Did not answer,6/8/2022,1582-10-14 12:35:28,Complete,6/12/2022,1582-10-14 14:57:06,Yes,6 to 49,Owner,Accomodation and food services,,Giza,,,Urban,2018,No,No,No,No,,No,7,,0,0,0,1,Male,Primary/ Preparatory,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,400000,,,,,,1 to 5,DK,DK,,,"50,000 to less than100,000 EGP",,,No,No
258,Egypt,93138,81800093138,1.5438744,First phase 1st script,Complete,5/26/2022,1582-10-14 11:35:41,,,,,,,No,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Menoufia,,,Urban,2007,No,No,No,No,,Yes,3,,0,0,0,1,Male,University, 26% to 50%,DK,2013,50,,,1,,,No,,No,,Yes,20,Yes,Yes,No,,,Yes,Neither/ nor,0,0,,DK,,,Don't know,,,DK,,,Don't know,,,DK,,,Don't know,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"0 to less than 100,000 EGP",,,1 to 5,90,DK,,,Don't know,,,Yes,NA
259,Egypt,101478,81800101478,0.10134819,First phase 1st script,Phone disconnected/ busy,6/6/2022,1582-10-14 16:17:34,Did not answer,6/7/2022,1582-10-14 15:48:29,Complete,6/8/2022,1582-10-14 16:31:59,Yes,6 to 49,Owner,Leather Products,,Gharbia,,,Rural,2012,No,No,No,No,,No,7,,3,0,0,1,Male,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,200000,,,,,,21 to 100,0,DK,,,"200,000 to less than300,000 EGP",,,No,Yes
260,Egypt,101571,81800101571,0.10134819,First phase 1st script,Phone disconnected/ busy,6/7/2022,1582-10-14 11:23:29,Complete,6/8/2022,1582-10-14 15:16:19,,,,Yes,Less than 6,General Manager,Health,,South Sinai,,,Urban,DK,Yes,No,No,No,,,2,,0,0,0,1,Male,Above university level,more than 75%,2,2015,250,,,DK,,,No,,No,,Yes,50,Yes,Yes,"Yes, one person",DK,DK,Yes,Very important,1,1,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,,NA,,NA,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,1 to 5,40,Refused,,,Refuse,,,Yes,Yes
261,Egypt,101628,81800101628,0.10134819,First phase 1st script,Incomplete and call returned,6/7/2022,1582-10-14 13:43:30,Complete,6/9/2022,1582-10-14 12:48:53,,,,No,Less than 6,Owner,Basic Metals & Metal Products,,Cairo,,,Urban,2018,No,Yes,No,No,,,1,No,,,,,Male,Intermediate Institute/ Higher Institute,25% or less,8,2019,DK,,,DK,,,No,,No,,No,0,No,Yes,No,,,No,,2,2,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,6 to 20,100,Refused,,,Refuse,,,No,No
262,Egypt,101676,81800101676,1.0296382,First phase 1st script,Complete,5/29/2022,1582-10-14 15:53:39,,,,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,Dakahlia,,,Urban,2005,Yes,No,No,No,,,10,,0,0,0,5,Male,Secondary Technical/ (general or Azhar),51% to 75%,DK,DK,DK,,,DK,,,No,,No,,Yes,50,Yes,Yes,"Yes, one person",DK,DK,No,,5,5,,DK,,,"5,000,000 EGP or more",,,DK,,,"1,000,000  to less than  5,000,000 EGP",,,DK,,,"1,000,000  to less than  5,000,000 EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,5000000,,,,,,1 to 5,0,DK,,,"150,000 to less than200,000 EGP",,,No,No
263,Egypt,101679,81800101679,2.0217957,First phase 1st script,Complete,6/1/2022,1582-10-14 11:49:52,,,,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,Giza,,,Urban,2005,Yes,No,No,No,,,15,,2,0,0,4,Male,Above university level,51% to 75%,DK,2005,700,,,1,,,No,,No,,No,100,Yes,No,digital tasks are outsourced,7,2005,No,,1,6,,DK,,,Don't know,,,DK,,,Don't know,,,DK,,,Don't know,,,No,,Yes,60,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,6 to 20,0,DK,,,Don't know,,,Yes,Yes
264,Egypt,101707,81800101707,0.10134819,First phase 1st script,Did not answer,6/6/2022,1582-10-14 14:39:56,Phone disconnected/ busy,6/7/2022,1582-10-14 13:38:55,Complete,6/9/2022,1582-10-14 10:39:04,Yes,6 to 49,General Manager,Education,,Kalyoubia,,,Urban,2012,Yes,No,No,No,,,40,,6,10,0,0,Male,University,51% to 75%,10,2012,DK,,,1,,,No,,No,,No,60,Yes,No,"Yes, one person",10,2012,No,,2,2,,DK,,,"5,000,000 EGP or more",,,DK,,,"5,000,000 EGP or more",,,DK,,,"5,000,000 EGP or more",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,21 to 100,100,DK,,,"1,000,000 or more EGP",,,Yes,Yes
265,Egypt,101720,81800101720,0.20853911,First phase 1st script,Incomplete and call returned,6/20/2022,1582-10-14 11:03:39,Did not answer,6/22/2022,1582-10-14 14:34:08,Complete,6/25/2022,1582-10-14 14:58:00,Yes,6 to 49,Owner,Information and communication or IT,,Giza,,,Urban,2015,Yes,No,Yes,No,,,35,,18,0,0,2,Male,University,more than 75%,DK,2015,DK,,,DK,DK,2015,No,,Yes,DK,No,80,Yes,No,"Yes, one person",DK,2015,Yes,Very important,1,0,27,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Yes,DK,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,101 or more,100,DK,,,Refuse,,,No,No
266,Egypt,101726,81800101726,2.0217957,First phase 1st script,Complete,5/29/2022,1582-10-14 16:18:19,,,,,,,Yes,6 to 49,Owner,Industry of Food,,Cairo,,,Urban,2016,Yes,No,Yes,Yes,No,,8,,6,2,6,1,Male,Above university level,25% or less,2,2016,400,,,Refused,2,2016,Yes,25,Yes,45,Yes,25,No,No,digital tasks are outsourced,2,2016,Yes,Neither/ nor,0,0,0,Refused,,,Don't know,,,Refused,,,Don't know,,,Refused,,,Refuse,,,Yes,1,No,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,6 to 20,DK,Refused,,,Refuse,,,No,No
267,Egypt,101737,81800101737,0.20853911,First phase 1st script,Complete,6/21/2022,1582-10-14 17:29:23,,,,,,,Yes,6 to 49,General Manager,Information and communication or IT,,Cairo,,,Urban,2008,Yes,No,No,No,,,10,,4,0,10,2,Male,University,more than 75%,DK,2008,250,,,10,,,No,,No,,No,90,Yes,No,No,2,2008,Yes,Important,3,7,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,200000,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,150000,,,,,,101 or more,100,150000,,,,,,No,No
268,Egypt,101746,81800101746,2.0217957,First phase 1st script,Complete,5/30/2022,1582-10-14 10:22:30,,,,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,Cairo,,,Urban,2009,No,No,No,No,,Yes,13,,0,1,0,1,Male,University, 26% to 50%,DK,2010,150,,,1,,,No,,No,,Yes,40,Yes,Yes,No,,,No,,0,0,,Refused,,,Refuse,,,40000000,,,,,,40000000,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,1000000,,,,,,6 to 20,5,1000000,,,,,,No,No
269,Egypt,101784,81800101784,4.160148,First phase 1st script,Complete,5/29/2022,1582-10-14 13:32:41,,,,,,,No,Less than 6,Owner,"Wood Products, Furniture, Paper & Publishing",,Qena,,,Urban,2010,No,No,No,No,,No,3,,0,0,0,1,Male,Intermediate Institute/ Higher Institute,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Don't know,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,60000,,,,,,21 to 100,25,DK,,,Don't know,,,No,No
270,Egypt,101803,81800101803,0.20853911,First phase 1st script,Did not answer,6/6/2022,1582-10-14 17:54:10,Complete,6/8/2022,1582-10-14 10:11:16,,,,Yes,6 to 49,Other senior manager (HR/CFO),Information and communication or IT,,Cairo,,,Urban,2011,Yes,No,Yes,No,,,33,,5,3,0,2,Male,University,more than 75%,7,2011,500,,,DK,10,2011,Yes,1,Yes,70,Yes,100,Yes,No,"Yes, we have an IT department",10,2011,Yes,Very important,0,0,0,8000000,,,,,,5000000,,,,,,DK,,,"1,000,000  to less than  5,000,000 EGP",,,Yes,20,Yes,DK,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,"200,000  to less than 1,000,000  EGP",,,101 or more,100,3000000,,,,,,Yes,Yes
271,Egypt,101815,81800101815,0.10134819,First phase 1st script,Complete,6/6/2022,1582-10-14 16:11:49,,,,,,,Yes,Less than 6,Owner,Chemicals & Chemical Products,,Sharkia,,,Urban,2008,No,No,No,No,,Yes,5,,0,0,0,1,Male,University, 26% to 50%,DK,2020,150,,,DK,,,No,,No,,No,0,Yes,No,No,,,Yes,Important,0,1,,DK,,,"200,000  to less than 1,000,000  EGP",,,DK,,,"200,000  to less than 1,000,000  EGP",,,DK,,,"200,000  to less than 1,000,000  EGP",,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,80000,,,,,,6 to 20,20,DK,,,"150,000 to less than200,000 EGP",,,Yes,Yes
272,Egypt,101840,81800101840,2.0217957,First phase 1st script,Complete,5/30/2022,1582-10-14 12:39:11,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,Beni-Suef,,,Rural,2010,No,No,Yes,No,,,3,,0,0,0,1,Male,University,51% to 75%,DK,2019,150,,,10,DK,2019,Yes,5,Yes,20,Yes,100,Yes,Yes,"Yes, one person",,,Yes,Neither/ nor,3,2,7,100000,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"100,000  to less than  200,000  EGP",,,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,200000,,,,,,6 to 20,50,70000,,,,,,No,No
273,Egypt,101842,81800101842,4.160148,First phase 1st script,Incomplete and call returned,5/29/2022,1582-10-14 15:53:48,Complete,5/30/2022,1582-10-14 11:41:45,,,,Yes,6 to 49,Other senior manager (HR/CFO),Information and communication or IT,,Red sea,,,Urban,2018,Yes,No,Yes,No,,,8,,5,2,6,2,Male,University,more than 75%,1,2018,585,,,2,1,2018,No,,Yes,70,Yes,100,Yes,Yes,"Yes, we have an IT department",1,2018,Yes,Very important,1,0,5,DK,,,"100,000  to less than  200,000  EGP",,,120000,,,,,,260000,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,150000,,,,,,101 or more,100,DK,,,"100,000 to less than150,000 EGP",,,Yes,Yes
274,Egypt,101856,81800101856,0.20853911,First phase 1st script,Complete,6/13/2022,1582-10-14 17:09:58,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),Information and communication or IT,,Cairo,,,Urban,2018,Yes,No,Yes,No,,,20,,4,3,8,1,Male,University,more than 75%,6,2020,600,,,3,6,2020,Yes,100,Yes,50,Yes,100,Yes,Yes,"Yes, one person",3,2018,Yes,Important,2,0,10,100000,,,,,,0,,,,,,120000,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,50000,,,,,,21 to 100,60,200000,,,,,,No,No
275,Egypt,101879,81800101879,2.0217957,First phase 1st script,Incomplete and call returned,5/29/2022,1582-10-14 14:42:59,Complete,5/31/2022,1582-10-14 15:27:24,,,,Yes,Less than 6,Owner,Construction or utilities,,Cairo,,,Urban,2019,No,No,No,No,,No,3,,0,0,0,1,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 100,000 EGP",,,DK,,,"0 to less than 100,000 EGP",,,DK,,,Don't know,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,Refused,,,Refuse,,,101 or more,0,Refused,,,Refuse,,,No,No
276,Egypt,101912,81800101912,0.10134819,First phase 1st script,Complete,6/7/2022,1582-10-14 17:41:28,,,,,,,Yes,6 to 49,General Manager,Retail or Wholesale or Services of Motor Vehicles,, Alex,,,Urban,1992,Yes,No,Yes,Yes,Yes,,6,,1,2,3,0,Male,Above university level,more than 75%,1,1995,150,,,1,4,2020,No,,Yes,20,Yes,7,Yes,Yes,"Yes, one person",6,2014,No,,0,7,0,1000000,,,,,,1000000,,,,,,2000000,,,,,,Yes,100,Yes,20,"private domestic individuals, companies or organizations",,100,0,0,0,100000,,,,,,6 to 20,100,120000,,,,,,Yes,No
277,Egypt,101925,81800101925,0.08044238,First phase 1st script,Complete,5/30/2022,1582-10-14 17:29:13,,,,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,Cairo,,,Urban,2013,Yes,No,No,No,,,4,,1,2,0,1,Male,I don't know,51% to 75%,DK,2016,150,,,DK,,,No,,No,,Yes,60,No,No,No,DK,2020,Yes,Important,1,30,,DK,,,Don't know,,,DK,,,Don't know,,,DK,,,Don't know,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,DK,,,Don't know,,,1 to 5,DK,DK,,,Don't know,,,Yes,Yes
